sample_index,sequence_id,category,parameter_group,left,right,cosine
2,phase8_train_0006,temporally_separated,output_1x1,score,total,0.319866418838501
2,phase8_train_0006,temporally_separated,trajectory_output_branch,smooth,static,0.7210657000541687
2,phase8_train_0006,temporally_separated,trajectory_output_branch,smooth,guidance,0.1585288792848587
2,phase8_train_0006,temporally_separated,trajectory_output_branch,smooth,dynamic_raw,-0.5079650282859802
2,phase8_train_0006,temporally_separated,trajectory_output_branch,smooth,dynamic_weighted,-0.5079650282859802
2,phase8_train_0006,temporally_separated,trajectory_output_branch,smooth,score,0.0
2,phase8_train_0006,temporally_separated,trajectory_output_branch,smooth,total,0.7936614155769348
2,phase8_train_0006,temporally_separated,trajectory_output_branch,static,guidance,0.1226729154586792
2,phase8_train_0006,temporally_separated,trajectory_output_branch,static,dynamic_raw,-0.7260164022445679
2,phase8_train_0006,temporally_separated,trajectory_output_branch,static,dynamic_weighted,-0.7260162830352783
2,phase8_train_0006,temporally_separated,trajectory_output_branch,static,score,0.0
2,phase8_train_0006,temporally_separated,trajectory_output_branch,static,total,0.9880644679069519
2,phase8_train_0006,temporally_separated,trajectory_output_branch,guidance,dynamic_raw,0.06003855541348457
2,phase8_train_0006,temporally_separated,trajectory_output_branch,guidance,dynamic_weighted,0.06003856286406517
2,phase8_train_0006,temporally_separated,trajectory_output_branch,guidance,score,0.0
2,phase8_train_0006,temporally_separated,trajectory_output_branch,guidance,total,0.22797472774982452
2,phase8_train_0006,temporally_separated,trajectory_output_branch,dynamic_raw,dynamic_weighted,0.9999998807907104
2,phase8_train_0006,temporally_separated,trajectory_output_branch,dynamic_raw,score,0.0
2,phase8_train_0006,temporally_separated,trajectory_output_branch,dynamic_raw,total,-0.6820324063301086
2,phase8_train_0006,temporally_separated,trajectory_output_branch,dynamic_weighted,score,0.0
2,phase8_train_0006,temporally_separated,trajectory_output_branch,dynamic_weighted,total,-0.6820324063301086
2,phase8_train_0006,temporally_separated,trajectory_output_branch,score,total,0.0
2,phase8_train_0006,temporally_separated,score_output_branch,smooth,static,0.0
2,phase8_train_0006,temporally_separated,score_output_branch,smooth,guidance,0.0
2,phase8_train_0006,temporally_separated,score_output_branch,smooth,dynamic_raw,0.0
2,phase8_train_0006,temporally_separated,score_output_branch,smooth,dynamic_weighted,0.0
2,phase8_train_0006,temporally_separated,score_output_branch,smooth,score,0.0
